100013,ACERO ESTRUCT. ASTM A-36,KLS,2800,25/06/2021,SANITARIAS
116006,ACETILENO,KLS,22300,26/06/2021,SANITARIAS
100014,ACIDO MURIATICO,GLN,18184,27/06/2021,SANITARIAS
107001,ACIDO OXALICO,GLN,6434,28/06/2021,SANITARIAS
100015,ACONDICION SUPERF NOVAFORT,GLN,100962,29/06/2021,SANITARIAS
100000,ACPM - DIESEL,GLN,8780,30/06/2021,SANITARIAS
100018,ACRONAL,GLN,31736,01/07/2021,SANITARIAS
105001,ADAP.H PRS CPVC .1/2,UND,2300,02/07/2021,SANITARIAS
100019,ADAP.H PRS PVC .1/2,UND,400,03/07/2021,SANITARIAS
108000,ADAP.H PRS PVC .1/2 PF+UAD,UND,2300,04/07/2021,SANITARIAS
113000,ADAP.H PRS PVC .3/4,UND,664,05/07/2021,SANITARIAS
109000,ADAP.H PRS PVC .3/4 PF+UAD,UND,1900,06/07/2021,SANITARIAS
108001,ADAP.H PRS PVC .3/4 PVC,UND,700,07/07/2021,SANITARIAS
119090,ADAP.H PRS PVC 1.1/2,UND,4090,08/07/2021,SANITARIAS
119091,ADAP.H PRS PVC 1.1/4,UND,2418,09/07/2021,SANITARIAS
100021,ADAP.H PRS PVC 4,UND,37700,10/07/2021,SANITARIAS
105002,ADAP.M PRS CPVC .1/2,UND,1000,11/07/2021,SANITARIAS
100022,ADAP.M PRS PVC .1/2,UND,320,12/07/2021,SANITARIAS
100029,ADAP.M PRS PVC .1/2 PF+UAD,UND,2500,13/07/2021,SANITARIAS
100023,ADAP.M PRS PVC .3/4,UND,600,14/07/2021,SANITARIAS
100024,ADAP.M PRS PVC 1,UND,1300,15/07/2021,SANITARIAS
100025,ADAP.M PRS PVC 1.1/2,UND,4500,16/07/2021,SANITARIAS
100026,ADAP.M PRS PVC 2,UND,5500,17/07/2021,SANITARIAS
100027,ADAP.M PRS PVC 3,UND,21000,18/07/2021,SANITARIAS
117005,ADAP.M PRS PVC 4,UND,40513,19/07/2021,SANITARIAS
100037,ADAP.PVC NOVAF 4 110mm,UND,12570,20/07/2021,SANITARIAS
100038,ADAP.PVC NOVAF 6 160mm,UND,28580,21/07/2021,SANITARIAS
100039,ADAP.PVC NOVAF 8 200mm,UND,43710,22/07/2021,SANITARIAS
100035,ADAP.PVC SANI 2 LIMP,UND,6100,23/07/2021,SANITARIAS
113001,ADAP.PVC SANI 3 LIMP,UND,10500,24/07/2021,SANITARIAS
100036,ADAP.PVC SANI 4 LIMP,UND,18520,25/07/2021,SANITARIAS
100030,ADAP.PVC-AC 2,UND,3036,26/07/2021,SANITARIAS
100031,ADAP.PVC-AC 3,UND,5896,27/07/2021,SANITARIAS
100032,ADAP.PVC-AC 4,UND,9028,28/07/2021,SANITARIAS
100033,ADAP.PVC-AC 6,UND,71249,29/07/2021,SANITARIAS
100034,ADAP.PVC-AC 8,UND,138120,30/07/2021,SANITARIAS
119092,ADAPTADOR EMT .3/4,UND,1219,31/07/2021,SANITARIAS
109001,"ADAPTADOR EMT .3/4""",UND,1219,01/08/2021,SANITARIAS
119093,ADAPTADOR EMT 2,UND,4100,02/08/2021,SANITARIAS
119094,ADAPTADQR EMT 1 1 4,UND,2300,03/08/2021,SANITARIAS
117006,ADHERENTE EPOXICO,KLS,58623,04/08/2021,SANITARIAS
100092,ADHERENTE EPOXICO-BASE RESINAS,KLS,38125,05/08/2021,SANITARIAS
100042,ADHESIV0 PISO VINILICO,GL,64900,06/08/2021,SANITARIAS
106015,ADHESIVO ANCLAJES ESTRUCTU,UND,89357,07/08/2021,SANITARIAS
100041,ADHESIVO NOVAFORT,GLN,86557,08/08/2021,SANITARIAS
101041,ADITIVO EN PPOLVO- PLASTIF,KLS,5856,09/08/2021,SANITARIAS
101619,ADITIVO LIQUIDO IMPERMEABI,KLS,13980,10/08/2021,SANITARIAS
105129,ADITIVO RETARDANTE,KLS,9520,11/08/2021,SANITARIAS
117007,ADITVO ADHERENTE PARA MORT,KLS,33530,12/08/2021,SANITARIAS
109002,ADOQ.CONCR.ECOLOGICO-GRAMA,UND,8200,13/08/2021,SANITARIAS
100043,ADOQ.CONCR.PEATO.GUITARRA,M2,45000,14/08/2021,SANITARIAS
109906,ADOQ.CONCR.PEATO.HEXAGONAL,UND,1512,15/08/2021,SANITARIAS
100045,ADOQ.CONCR.VEHIC.CRUZ,M2,1512,16/08/2021,SANITARIAS
100048,ADOQ.CONCR.VEHIC.RECTANGUL,M2,38289,17/08/2021,SANITARIAS
117003,ADOQ.GREES PEAT0.11x20x2.5,M2,28862,18/08/2021,SANITARIAS
100050,ADOQ.GREES VEHIC.11X20X5.0,M2,45118,19/08/2021,SANITARIAS
117008,ADOQ.GRESS VEHIC.10x20X8.0,UND,2016,20/08/2021,SANITARIAS
100051,AGARRADERA TIPO CLEVIS,UND,13200,21/08/2021,SANITARIAS
100053,AGUA,LTS,30,22/08/2021,SANITARIAS
100054,AGUARRAS,GLN,59900,23/08/2021,SANITARIAS
100055,AISLADOR DE ESPIGO 15 KV,UND,20000,24/08/2021,SANITARIAS
100056,AISLADOR LINE POST 25 KV,UND,41700,25/08/2021,SANITARIAS
103115,AISLADOR LINE POST 35 KV,UND,150000,26/08/2021,SANITARIAS
100057,AISLADOR POLIMERICO 15 KV,UND,57820,27/08/2021,SANITARIAS
103116,AISLADOR POLIMERICO 35 KV,UND,62000,28/08/2021,SANITARIAS
100058,"AISLADOR SUSPENSION 6""",UND,35000,29/08/2021,SANITARIAS
100059,AISLADOR TENSOR 13200 VOLT,UND,14280,30/08/2021,SANITARIAS
113002,AISLADOR TENSOR 220 VOLTIO,UND,11900,31/08/2021,SANITARIAS
100060,AISLADOR TIPO CARRETE 76MM,UND,4760,01/09/2021,SANITARIAS
119095,AISLANTE TERMICO RUBATEX 7,UND,6500,02/09/2021,SANITARIAS
103246,AJUSTADOR 121.135 PINTUCO,GLN,35000,03/09/2021,SANITARIAS
100061,ALACENA ALUMINIO-ACRILICO,M2,69679,04/09/2021,SANITARIAS
103000,ALAMBRE ALUMINIO # 4 AMARR,ML,380,05/09/2021,SANITARIAS
100069,ALAMBRE COBRE D.D. # 4,ML,16680,06/09/2021,SANITARIAS
100065,ALAMBRE COBRE THWN #12,ML,2118,07/09/2021,SANITARIAS
100066,ALAMBRE COBRE THWN #14,ML,1453,08/09/2021,SANITARIAS
100070,ALAMBRE DE PUAS #12.5,KLS,5650,09/09/2021,SANITARIAS
100071,ALAMBRE GALVANI #12 ENTICE,KLS,5960,10/09/2021,SANITARIAS
100073,ALAMBRE GALVANIZADO # 10,KLS,5300,11/09/2021,SANITARIAS
109003,ALAMBRE GALVANIZADO # 12,ML,5300,12/09/2021,SANITARIAS
105003,ALAMBRE GALVANIZADO # 16,KLS,8200,13/09/2021,SANITARIAS
119096,ALAMBRE GALVANIZADO # 17,KLS,4166,14/09/2021,SANITARIAS
100075,ALAMBRE GALVANIZADO # 18,KG,9900,15/09/2021,SANITARIAS
100072,ALAMBRE GALVANIZADO # 6,KLS,4100,16/09/2021,SANITARIAS
113003,ALAMBRE GALVANIZADO # 8,KLS,4100,17/09/2021,SANITARIAS
100076,ALAMBRE NEGRO # 18,KLS,5756,18/09/2021,SANITARIAS
117009,ALFACRIL,LTS,2392,19/09/2021,SANITARIAS
100078,ALFAGIA ALUM.15-20 CM ANCH,ML,114018,20/09/2021,SANITARIAS
119097,ALFAJIA 220MM L 22CM,UND,125000,21/09/2021,SANITARIAS
117010,ALFALISTO,KLS,3160,22/09/2021,SANITARIAS
100080,ALQUILER DE BODEGA,MES,130000,23/09/2021,SANITARIAS
100081,ALQUITRAN,KLS,3076,24/09/2021,SANITARIAS
119098,ALTA TEMPERATURA INDUSTRIA,GLN,163000,25/09/2021,SANITARIAS
100082,ALUMOL X 3K,GLN,446940,26/09/2021,SANITARIAS
119099,AMARRA TEJA TAPA PLASTICA,UND,240,27/09/2021,SANITARIAS
100084,AMARRAS PARA TEJA ASBESTO,UND,200,28/09/2021,SANITARIAS
117011,AMARRAS PLASTICAS 55 CMS,UND,1200,29/09/2021,SANITARIAS
100085,AMORTIGUADOR DE LINEA,UND,30740,30/09/2021,SANITARIAS
119100,ANCLAJE CONCRETO ROSC 1-2,UND,2540,01/10/2021,SANITARIAS
117012,ANCLAJE PERNO 1-4,UND,310,02/10/2021,SANITARIAS
119101,ANGEO FIBRA VIDRIO 1.22 AN,ML,11901,03/10/2021,SANITARIAS
100096,"ANGULAR BANDERA 8""X 2.44",UND,58500,04/10/2021,SANITARIAS
100097,"ANGULAR EN V DE 18 X 48""",UND,40000,05/10/2021,SANITARIAS
100098,"ANGULO ,3/4 x 1/ 8",ML,2140,06/10/2021,SANITARIAS
105006,"ANGULO ,7/8 x 7/ 8",UND,6650,07/10/2021,SANITARIAS
106163,ANGULO 1 x 1/ 4,UND,34300,08/10/2021,SANITARIAS
100099,ANGULO 1 x 1/ 8,UND,22070,09/10/2021,SANITARIAS
108002,ANGULO 1 x 1/ 8 TIRA DE 6 METROS,UND,20153,10/10/2021,SANITARIAS
100100,ANGULO 1 x 3/ 4 ALU,ML,5800,11/10/2021,SANITARIAS
100103,"ANGULO 1,1/2 x 1/ 8",UND,37100,12/10/2021,SANITARIAS
100102,"ANGULO 1,1/2 x 3/16",UND,48684,13/10/2021,SANITARIAS
105007,"ANGULO 1,1/2"" x 1/ 4""",UND,57100,14/10/2021,SANITARIAS
103204,"ANGULO 1,1/4 x 1/ 8",UND,31867,15/10/2021,SANITARIAS
100101,ANGULO 1X1 -178X23MM,ML,4800,16/10/2021,SANITARIAS
100104,ANGULO 2 x 1/ 4,UND,82946,17/10/2021,SANITARIAS
106162,ANGULO 2 x 1/ 8,UND,38010,18/10/2021,SANITARIAS
103205,ANGULO 2 x 3/16,UND,63791,19/10/2021,SANITARIAS
103227,"ANGULO 2,1/2 x 1/ 4",ML,100900,20/10/2021,SANITARIAS
109009,ANGULO 29x29x2440MM C.26,UND,3000,21/10/2021,SANITARIAS
119103,ANGULO 3 x 3/ 8,UND,77136,22/10/2021,SANITARIAS
100106,ANTENA ESPINA DE PESCADO,UND,65000,23/10/2021,SANITARIAS
100107,ANTICORROSIVO PHCL,GLN,39500,24/10/2021,SANITARIAS
100108,ANTICORROSIVO R 310,LTS,11200,25/10/2021,SANITARIAS
100109,ANTICORROSIVO ROJO,GLN,43500,26/10/2021,SANITARIAS
100110,ANTICORROSIVO WASH-PRIMER,GLN,117922,27/10/2021,SANITARIAS
100111,ANTISOL BLANCO UNX20 KG.,KLS,5870,28/10/2021,SANITARIAS
100112,ANTISOL ROJO,KLS,18500,29/10/2021,SANITARIAS
100113,ANTRACITA COATL AWWA STAND,M3,296960,30/10/2021,SANITARIAS
103164,"ARANDELA    METALICA 5/8""",UND,657,31/10/2021,SANITARIAS
100117,ARANDELA CUADRADA 4X4X1/4,UND,500,01/11/2021,SANITARIAS
107008,ARANDELA FIJACION GALVANIZ,UND,85,02/11/2021,SANITARIAS
100118,ARANDELA NEOPRENO,UND,590,03/11/2021,SANITARIAS
100119,ARBOL FRUTAL H= 80-100CM,UND,15000,04/11/2021,SANITARIAS
101906,ARBOL NATIVO H=80-100CM,M3,18500,05/11/2021,SANITARIAS
105009,ARBOL PINO H= 30- 50CM,UND,18000,06/11/2021,SANITARIAS
105010,ARBOL SWINGLEA H= 20- 40CM,UND,700,07/11/2021,SANITARIAS
109908,ARBUSTO DURANTA,UND,900,08/11/2021,SANITARIAS
105011,ARENA CUARZO 0.40-0.50MM,KLS,1208,09/11/2021,SANITARIAS
100122,ARENA FINA,M3,60000,10/11/2021,SANITARIAS
100123,ARENA GRUESA,M3,60000,11/11/2021,SANITARIAS
100124,ARENA MEDIANA,M3,60000,12/11/2021,SANITARIAS
109909,ARGOLLAS-BARRA 5/8-15CM,JGO,100000,13/11/2021,SANITARIAS
100128,ARR 3600 C/S 6- 9AM 2.4HP,UND,202813,14/11/2021,SANITARIAS
103081,ARR. 230V 40-50AMP,UND,1087500,15/11/2021,SANITARIAS
100130,ARR.3600 C/S 12-17AM 5 HP,UND,302039,16/11/2021,SANITARIAS
100129,ARR.3600 C/S 23-32AM 12 HP,UND,395950,17/11/2021,SANITARIAS
100127,ARR.3600 C/S 4- 6AM 1.8HP,UND,249499,18/11/2021,SANITARIAS
130105,ARR.3600 C/S 6- 9AM 2.4HP,UND,199599,19/11/2021,SANITARIAS
100131,ARR.3600 C/S 8.5-12A 3.6HP,UND,257589,20/11/2021,SANITARIAS
100132,ARR.3600RC/S 16-23A 7.5HP,UND,325411,21/11/2021,SANITARIAS
100133,ARR/E/T 230V 12-17AMP 9HP,UND,1182844,22/11/2021,SANITARIAS
100134,ARR/E/T 230V 23-32AMP 18HP,UND,1182844,23/11/2021,SANITARIAS
100135,ARR/E/T 230V 32-42AMP 24HP,UND,1888056,24/11/2021,SANITARIAS
100136,ARR/E/T 230V 40-52AMP 34HP,UND,2161421,25/11/2021,SANITARIAS
100137,ARR/E/T 230V 58-75AMP 50HP,UND,2467364,26/11/2021,SANITARIAS
107009,ASFALTO 190,KLS,2216,27/11/2021,SANITARIAS
100140,BAJANTE LAMINA,ML,13100,28/11/2021,SANITARIAS
100141,BAJANTE PVC CUADRADO,ML,76400,29/11/2021,SANITARIAS
100142,BAJANTE PVC SOPORTE,UND,2700,30/11/2021,SANITARIAS
109010,BAJO TEJA BT-235 ONDULINE,UND,33170,01/12/2021,SANITARIAS
103094,BAKE-ROD (ESPUMA DE POLIET,UND,793,02/12/2021,SANITARIAS
117013,BAL/2PUEST/TUB/GALV. 2.5Y2,UND,995100,03/12/2021,SANITARIAS
100144,BAL/4PUEST/TUB/GALV. 2.5Y2,UND,1570118,04/12/2021,SANITARIAS
100145,BAL/6PUEST/TUB/GALV. 2.5Y2,UND,2209336,05/12/2021,SANITARIAS
100146,"BAL/GIR/TUB/GALV3""INC.RO",UND,645424,06/12/2021,SANITARIAS
117014,BALA PANEL LED 12W PLANA,UND,16000,07/12/2021,SANITARIAS
117015,BALA PANEL LED 18W,UND,20000,08/12/2021,SANITARIAS
119104,BALA PANEL LED 24W,UND,48900,09/12/2021,SANITARIAS
119105,BALA PANEL LED 6W PLANA,UND,9500,10/12/2021,SANITARIAS
101635,BALASTRO DE RIO,M3,19500,11/12/2021,SANITARIAS
100150,BALDOSA CEMENTO 25-30CM,M2,52900,12/12/2021,SANITARIAS
100151,BALDOSA GRANITO 30 x 30,M2,47917,13/12/2021,SANITARIAS
100152,BALDOSA GRANITO 33 x 33,M2,66589,14/12/2021,SANITARIAS
100153,BALDOSA GRANITO 40 x 40,M2,52171,15/12/2021,SANITARIAS
109911,BALDOSA GRANO 30-35CM ALFA,M2,51073,16/12/2021,SANITARIAS
107011,BALDOSA GRANO MARMOL 30-33,M2,41690,17/12/2021,SANITARIAS
119001,BALINERA COMPLETA,UND,820,18/12/2021,SANITARIAS
105014,BANCA CONCR.PREFABRICADA  L=120-150CM GRANITO PULIDO,UND,132509,19/12/2021,SANITARIAS
100156,BANCA CONCR.PREFABRICADA L=120-150CM CEMENTO AFINADO,UND,219350,20/12/2021,SANITARIAS
108003,BANCA CONCR.PREFABRICADAL=1.80 GRANITO PULIDO-ESPALDAR-BRAZOS,UND,267500,21/12/2021,SANITARIAS
105015,BANCA CONCRETO COLONIAL L=120 H=70-90CM ESPALDAR,UND,155150,22/12/2021,SANITARIAS
103239,BANCA CONCRETO COMPLETA L=110 H=90CM PREFABRICADA,UND,133579,23/12/2021,SANITARIAS
100159,"BANDA 8"" PARA TRANSFORMADOR",UND,24038,24/12/2021,SANITARIAS
100157,BANDA COPA DOBLE 6-7 COMP,UND,23800,25/12/2021,SANITARIAS
100158,"BANDA COPA DOBLE 7""",UND,24800,26/12/2021,SANITARIAS
105016,"BANDA SENCILLA 4""",UND,12500,27/12/2021,SANITARIAS
100160,BANDA SENCILLA 6,UND,17850,28/12/2021,SANITARIAS
119106,BANDEJA FONDO SOLIDO 10X10,UND,106691,29/12/2021,SANITARIAS
119107,BANDEJA FONDO SOLIDO 10X30,UND,127277,30/12/2021,SANITARIAS
119108,BANDEJA MALLA 60X100 L3M,UND,39473,31/12/2021,SANITARIAS
117018,BANDEJA MALLA 60X200 L 3M,UND,52837,01/01/2022,SANITARIAS
119109,BANDEJA MALLA 60X300 L 3M,UND,62236,02/01/2022,SANITARIAS
117019,BANDEJA MALLA 60X400 L 3M,UND,88426,03/01/2022,SANITARIAS
119002,BANDEJA PORTACABLE 50X10CM,UND,167657,04/01/2022,SANITARIAS
119110,BANDEJA SEGURO FASLOK,UND,1484,05/01/2022,SANITARIAS
100176,BARNIZ SINTETICO BRILLANTE,GLN,72300,06/01/2022,SANITARIAS
100177,BARNIZ VITRIFLEX BRILL. B,GLN,100000,07/01/2022,SANITARIAS
100178,BARNIZ VITRIFLEX S.BRILL.A,GLN,132900,08/01/2022,SANITARIAS
100179,BARR/GIMNA/T/GAL 2.5Y1.1/4,UND,546128,09/01/2022,SANITARIAS
100180,BARR/PARAL/T/GAL 2.5Y1.1/4,UND,515098,10/01/2022,SANITARIAS
119223,BARRA SEGURIDAD AI-105-110,UND,170000,11/01/2022,SANITARIAS
119111,BARRA SEGURIDAD AI-80-90CM,UND,105000,12/01/2022,SANITARIAS
130001,BARRA SEGURIDAD PLEGAB AI,UND,350000,13/01/2022,SANITARIAS
105017,"BARRAS ARGOLLAS TUBO GALV.3"" H=2.5MTS",UND,986754,14/01/2022,SANITARIAS
119075,BASE 7 PINES,UND,68663,15/01/2022,SANITARIAS
100186,BASE ANGULAR P/ LINE POST,UND,47266,16/01/2022,SANITARIAS
105018,BASE ESGRAFIADO,GLN,44745,17/01/2022,SANITARIAS
100188,BASE LAMPARA-FAROL,UND,18216,18/01/2022,SANITARIAS
100189,BASE MAMPOSTERIA,GL,13570,19/01/2022,SANITARIAS
100190,BASE PARA FOTOCELDA,UND,6800,20/01/2022,SANITARIAS
107014,BASE TRITURADA,M3,46300,21/01/2022,SANITARIAS
109011,BASE TRITURADA NORTE,M3,52930,22/01/2022,SANITARIAS
117020,BATERIA 12VDC 200 AH,UND,1570800,23/01/2022,SANITARIAS
100200,BISAG.SOPORT POST PIE AMIG,UND,82000,24/01/2022,SANITARIAS
100201,"BISAGRA 3x1.1/4"" COBRI",PAR,7651,25/01/2022,SANITARIAS
100203,"BISAGRA 3x2"" COBRI",UND,4600,26/01/2022,SANITARIAS
119225,"BISAGRA 3x2"""" ALUMI",UND,1800,27/01/2022,SANITARIAS
100204,"BISAGRA 3x2.1/2"" ALUMI",UND,4247,28/01/2022,SANITARIAS
106000,"BISAGRA 3x2.1/2"" COBRI",PAR,9800,29/01/2022,SANITARIAS
100205,"BISAGRA 3x3"" COBRI",PAR,9500,30/01/2022,SANITARIAS
119112,BISAGRA A.INOX VIDRIO 8MM,UND,36945,31/01/2022,SANITARIAS
130301,BISAGRA ALUMINIO 4,UND,7000,01/02/2022,SANITARIAS
100206,BISAGRA GABINETE CROMADA,UND,8900,02/02/2022,SANITARIAS
119003,BISAGRA PARCHE 35MM,UND,5900,03/02/2022,SANITARIAS
100207,BISAGRA PIANO COBRIZADA,UND,8300,04/02/2022,SANITARIAS
100208,"BISAGRA REDONDA .3/4""",UND,5900,05/02/2022,SANITARIAS
100199,BISAGRA RODAMIENTO,UND,46953,06/02/2022,SANITARIAS
105019,"BISAGRA TUBULAR 1.1/2""",UND,5499,07/02/2022,SANITARIAS
100209,BISAGRA VAIVEN # 30,UND,90900,08/02/2022,SANITARIAS
100210,BISAGRA VAIVEN PISO,UND,46412,09/02/2022,SANITARIAS
100211,BISAGRA VAIVEN PISO NIQUELADA-DORADA-LAT,UND,42900,10/02/2022,SANITARIAS
100212,BISAGRA VAIVEN PISO PINTURA ELECT-GOFRAD,UND,41652,11/02/2022,SANITARIAS
105020,BLOQUE CERAMICO 10X12X29,UND,810,12/02/2022,SANITARIAS
100213,BLOQUE CERAMICO 12X20X30,UND,1610,13/02/2022,SANITARIAS
100214,BLOQUE CONCR.VIGA 12X39X19,UND,3380,14/02/2022,SANITARIAS
100237,BLOQUE CONCR.VIGA 14X39X19,UND,3800,15/02/2022,SANITARIAS
103125,BLOQUE CONCRETO KEYSTONE ESTANDAR,UND,18298,16/02/2022,SANITARIAS
103127,BLOQUE CONCRETO KEYSTONE TAPA OVOID,UND,9333,17/02/2022,SANITARIAS
100215,BLOQUE CONCRETO M 10X19X19,UND,2060,18/02/2022,SANITARIAS
100216,BLOQUE CONCRETO M 12X19X19,UND,1513,19/02/2022,SANITARIAS
100217,BLOQUE CONCRETO M 14X19X19,UND,1768,20/02/2022,SANITARIAS
100228,BLOQUE CONCRETO M 14x19x19 EST,UND,2025,21/02/2022,SANITARIAS
100231,BLOQUE CONCRETO M 14x19x19 PIED,UND,2190,22/02/2022,SANITARIAS
100218,BLOQUE CONCRETO M 19X19X19,UND,2400,23/02/2022,SANITARIAS
100219,BLOQUE CONCRETO N 10X19X39,UND,2354,24/02/2022,SANITARIAS
100220,BLOQUE CONCRETO N 12X19X39,UND,2522,25/02/2022,SANITARIAS
100221,BLOQUE CONCRETO N 14X19X39,UND,2946,26/02/2022,SANITARIAS
100229,BLOQUE CONCRETO N 14x19x39 EST,UND,3570,27/02/2022,SANITARIAS
100222,BLOQUE CONCRETO N 19X19X39,UND,3642,28/02/2022,SANITARIAS
100223,BLOQUE CONCRETO T 10X19X39,UND,2589,01/03/2022,SANITARIAS
100224,BLOQUE CONCRETO T 12X19X39,UND,2775,02/03/2022,SANITARIAS
100225,BLOQUE CONCRETO T 14X19X39,UND,3241,03/03/2022,SANITARIAS
117021,BLOQUE CONCRETO T 14x19x39 EST,UND,3749,04/03/2022,SANITARIAS
100233,BLOQUE CONCRETO T 14x19x39 PIED,UND,3784,05/03/2022,SANITARIAS
100226,BLOQUE CONCRETO T 19X19X39,UND,4006,06/03/2022,SANITARIAS
117022,BLOQUE GRESS ESTR 29x12x10,UND,900,07/03/2022,SANITARIAS
100232,BLOQUE PIEDRA 14X19X39,UND,2850,08/03/2022,SANITARIAS
100235,BLOQUE VIDRIO 190X190X80 M,UND,6500,09/03/2022,SANITARIAS
103237,BLOQUE VIDRIO 20X20X8M TRA,UND,5500,10/03/2022,SANITARIAS
100238,BOCEL MADERA .1/2x.1/2x3M,UND,1000,11/03/2022,SANITARIAS
100239,"BOLA DE COBRE D=1""-2""",UND,78989,12/03/2022,SANITARIAS
100240,"BOLA DE COBRE D=3""",UND,26025,13/03/2022,SANITARIAS
109915,BOLSACRETO 1101-120X240M,UND,19500,14/03/2022,SANITARIAS
100241,"BOM.230VTRIF,ARRDIREC,3""'",UND,2365765,15/03/2022,SANITARIAS
108005,BOM.SUM. 1 HP,UND,2593766,16/03/2022,SANITARIAS
100246,"BOM.SUM. 15 HP LAPIC 6""",UND,11008400,17/03/2022,SANITARIAS
100278,BOM.SUM. 2 HP,UND,4996556,18/03/2022,SANITARIAS
117023,"BOM.SUM. 20 HP LAPIC 6""",UND,13374800,19/03/2022,SANITARIAS
117024,"BOM.SUM. 25 HP LAPIC 6""",UND,15947100,20/03/2022,SANITARIAS
100261,"BOM.SUM. 3 HP LAPIC 4""",UND,4611000,21/03/2022,SANITARIAS
117025,"BOM.SUM. 30 HP LAPIC. 6""",UND,23187500,22/03/2022,SANITARIAS
117026,"BOM.SUM. 40 HP LAPIC. 6""",UND,25725000,23/03/2022,SANITARIAS
117027,"BOM.SUM. 50 HP LAPIC. 6""",UND,30056250,24/03/2022,SANITARIAS
117028,"BOM.SUM. 60 HP LAPIC. 6""",UND,37567250,25/03/2022,SANITARIAS
100277,"BOM.SUM. 7.5HP TRI 230V,7",UND,9560387,26/03/2022,SANITARIAS
117029,BOMBA Q=400 H=150PSI+JOCKE,UND,13920000,27/03/2022,SANITARIAS
100284,BOMBILLO NA 70 W,UND,22395,28/03/2022,SANITARIAS
100290,BOÑIGA,BTO,1500,29/03/2022,SANITARIAS
130106,BOQUILLA POLICARBONATO 1.1,UND,35000,30/03/2022,SANITARIAS
119113,BOTON ACERO INOX.NAVE VIDR,UND,8800,31/03/2022,SANITARIAS
100292,BRAZO BASCULANTE,UND,7573,01/04/2022,SANITARIAS
100293,"BRAZO GALVANIZ .3/4""X1.5M",UND,20950,02/04/2022,SANITARIAS
100296,BRAZO METALICO,UND,6370,03/04/2022,SANITARIAS
100298,BREAKER 1x 15  AMP,UND,26194,04/04/2022,SANITARIAS
100312,BREAKER 2x 15 AMP,UND,73686,05/04/2022,SANITARIAS
100315,BREAKER 2x 40 AMP,UND,21228,06/04/2022,SANITARIAS
100316,BREAKER 2x 50  AMP,UND,25810,07/04/2022,SANITARIAS
100317,BREAKER 2x 70  AMP,UND,136278,08/04/2022,SANITARIAS
100322,BREAKER 3x 15  AMP,UND,169330,09/04/2022,SANITARIAS
119004,BREAKER 3x 40,UND,46340,10/04/2022,SANITARIAS
100327,BREAKER 3x 60  AMP,UND,202464,11/04/2022,SANITARIAS
119005,BREAKER 3X100 - 150,UND,425000,12/04/2022,SANITARIAS
119115,BREAKER 3X160 AMP,UND,325152,13/04/2022,SANITARIAS
119116,BREAKER 3X250,UND,359699,14/04/2022,SANITARIAS
105022,"BRIDA ACERO CARBON 6"" EMPATE A PVC",UND,89808,15/04/2022,SANITARIAS
117030,BRIDA LOCA PVC 2 1-2,UND,20800,16/04/2022,SANITARIAS
117031,BRIDA LOCA PVC 3,UND,21115,17/04/2022,SANITARIAS
117032,BRIDA LOCA PVC 4,ML,27850,18/04/2022,SANITARIAS
119006,BRIDA SANITARIA 4 PVC,UND,39000,19/04/2022,SANITARIAS
116012,BROCA DIAMANTADA 7,UND,900000,20/04/2022,SANITARIAS
