40534,"VALV CHEQUE CORTINA HIERRO D= 4""",UND,782760
40535,"VALV CHEQUE CORTINA HIERRO D= 6""",UND,1552810
40538,"VALV CHEQUE GLOBO BRONCE D= 1""",UND,77850
40536,"VALV CHEQUE GLOBO BRONCE D= 1,1/2""",UND,129810
40537,"VALV CHEQUE GLOBO BRONCE D= 1,1/4""",UND,95770
40539,"VALV CHEQUE GLOBO BRONCE D= 2""",UND,196570
40542,"VALV CHEQUE GLOBO HIERRO D= 3""",UND,3326700
40540,"VALV CHEQUE GLOBO HIERRO D= 4""",UND,435040
40543,"VALV CHEQUE GLOBO HIERRO D= 6""",UND,1157250
40544,"VALV CHEQUE GLOBO HIERRO D= 8""",UND,1515640
40541,"VALV CHEQUE GLOBO HIERRO D=10""",UND,2113340
40565,VALV COMP BRONCE ASTM A-126 6 EB,UND,1292720
40557,VALV COMP ELASTICA 12 EB,UND,3615760
40527,VALV COMP ELASTICA 2 EB PVC,UND,369220
40560,VALV COMP ELASTICA 3 EB PVC,UND,490890
40556,VALV COMP ELASTICA 4 EB PVC,UND,636400
40528,VALV COMP ELASTICA 4 EL PVC,UND,597570
40562,VALV COMP ELASTICA 6 EB,UND,1122560
40561,VALV COMP ELASTICA 8 EB,UND,1630340
40529,VALV COMP ELASTICA JR 12 EL PVC,UND,5442700
40564,VALV COMP ELASTICA JR 2 EL PVC,UND,369760
40563,VALV COMP ELASTICA JR 3 EL PVC,UND,526360
40558,VALV COMP ELASTICA JR 6 EL PVC,UND,1134030
40570,VALV DOB COMP ASTM A-126 3 EB,UND,852850
40569,VALV DOB COMP ASTM A-126 4 EB,UND,1320390
40568,VALV DOB COMP S BRONCE ASTM A-126 10 EB,UND,5244960
40571,VALV DOB COMP S BRONCE ASTM A-126 8 EB,UND,3200490
40596,VALV DOBLE COMP.SELLO BRONCE D=2,UND,453870
40572,"VALV FLOT HIDRO COMPLTA BOLA CU D=2""",UND,137120
40575,"VALV FLOT HIERRO HIDRO D=3""",UND,899070
40576,"VALV FLOT HIERRO HIDRO D=4""",UND,1389330
40577,"VALV FLOT HIERRO HIDRO D=6""",UND,3162120
40597,"VALV FLOT.HIDRO COMPLTA BOLA CU D=3""",UND,373010
40578,"VALV PIE CANAST BRONCE D=3""",UND,204410
40579,"VALV PIE CANAST BRONCE D=4""",UND,408130
40583,"VALV PIE CANAST BRONCE D=6""",UND,1074930
40584,"VALV PIE HIERRO BRIDA D=3""",UND,315320
40585,VALV PIE HIERRO BRIDA D=6,UND,556130
40586,"VALV PIE HIERRO-BRIDA D=8""",UND,614980
40587,"VALV PIE TOTAL BRONCE D=2""",UND,180880
40590,"VALV REGISTRO GLOBO BRONCE D=1""",UND,70610
40588,"VALV REGISTRO GLOBO BRONCE D=1,1/2""",UND,79190
40589,"VALV REGISTRO GLOBO BRONCE D=1,1/4""",UND,73390
40591,"VALV REGISTRO GLOBO BRONCE D=2""",UND,158470
40592,VALV RETENCION ASTM A-126 10 EB,UND,4189680
40566,VALV RETENCION ASTM A-126 2 EB,UND,440850
40567,VALV RETENCION ASTM A-126 3 EB,UND,506970
40593,VALV RETENCION ASTM A-126 4 EB,UND,664880
40594,VALV RETENCION ASTM A-126 6 EB,UND,1648380
40595,VALV RETENCION ASTM A-126 8 EB,UND,2424500
40598,"VALVULA CHEQUE CORTINA HIERRO D=2""",UND,187660
40601,ANTRACITA B 10072 GRANULOMETRIA 1.5MM,M3,338000
40602,"MEDIO FILTRANTE GRAVA <=1"" CU=0.95-1""",M3,31420
40603,MEDIO RELLENO FILTRO PERCOLADOR POLIPROP,M3,500910
40774,DERECHOS DE CONEXION Y RECIBO ACUAVALLE,UND,110000
40771,"EMPATE TUBERIA EXISTENTE DIAM 2""-4""",UND,27610
40701,PRUEBA HIDRAULICA A TUB. PVC. 6-8,ML,2620
40702,PRUEBA HIDRAULICA A TUB. PVC.2-4,ML,1910
40775,"SONDEO,LAVADO Y DESINFECCION TUBERIA",ML,1920
40801,ADAP HEMBRA PF+UAD 1/2,UND,3570
40802,ADAP MACHO PF+UAD 1/2,UND,3770
40842,COLLAR DERIV PVC 2 X1/2,UND,15630
40843,"COLLAR DERIV PVC 2,1/2X1/2",UND,16410
40844,COLLAR DERIV PVC 3 X1/2,UND,21900
40845,COLLAR DERIV PVC 4 X1/2,UND,25790
40846,COLLAR DERIV PVC 6 X1/2,UND,31730
40897,"DOMICILIARIA EN PF+UAD 2""*1/2""",UND,95640
40896,"DOMICILIARIA EN PF+UAD 3""*1/2""",UND,101920
40899,"DOMICILIARIA EN PF+UAD 3""X3/4""",UND,192510
40895,"DOMICILIARIA EN PF+UAD 4""*1/2""",UND,130290
40894,"DOMICILIARIA EN PF+UAD 6""*1/2""",UND,110470
40853,REGISTRO DE CORTE BRONCE 1/2,UND,17620
40854,REGISTRO DE INCORPORACION BRONCE 1/2,UND,15560
41411,BOMBA Q=350 H=127PSI-JOCKEY Q=22-30 150P,CJO,14278870
41410,MOTOBOMBA 12.0HP TIPO TURBINA 480GPM,UND,3946420
41403,MOTOBOMBA 2.0HP TIPO TURBINA,UND,716990
43501,"TUBERIA PVC 2"" PERFORADA FILTRO""",ML,78420
48101,"SUMIN VALVULA CHEQUE CORTINA BRONCE D=3""",UND,98330
48102,"VALVULA CHEQUE 3"" FLANCHADA HF CORT BRON",UND,504600
48103,"VALVULA CHEQUE 4""FLANCHADA HF CORT BRONC",UND,597400
50102,CABLE DATOS UTP CAT 5E-4P,ML,3330
50117,CABLE DATOS UTP CAT 6A,ML,3640
50116,CABLE DUPLEX 2 X 22 THWN,ML,920
50106,CABLE SONIDO 2x18 ENCAUCHETADO,ML,2760
50108,CABLE TELEFONICO 2P,ML,1940
50109,CABLE TELEFONICO 4P,ML,2210
50113,CABLE TELEVISION RG59,ML,2210
50206,"ACOM.SONIDO ,1/2"" 2X18 ENCAUCHETADO",ML,9820
50208,"ACOM.TELEFONICA ,1/2"" 2P""",ML,9270
50209,"ACOM.TELEFONICA ,1/2"" 4P""",ML,9540
50213,"ACOM.TELEVISION ,1/2"" RG59""",ML,9540
50303,TOMA TELEFONICO,UND,14150
50305,TOMA VOZ RJ45 + VIDEO COAXIAL,UND,175580
50429,CANALETA DE PISO 3CEP/13CA,UND,37120
50419,CANALETA METALICA C/DIV 10x4x240 CMS,UND,72210
50426,CANALETA PLASTICA 100X45X200 TA23/3P1,UND,72670
50418,CANALETA PLASTICA C/DIV 6X4X240 CM,ML,24050
50427,CODO 10X4.5 CM TA23/3P1,UND,24420
50431,CODO PARA DUCTO METALICO 20 X 7.5 CM,UND,71220
50402,CONCENTRADOR 16 PUERTOS 10/100 MBPS,UND,1152200
50401,CONCENTRADOR 24 PUERTOS 10/100 MBPS,UND,1615880
50432,"CORAZA PLASTICA HUVEL 1 1/2""",UND,35030
50428,DERIVACION EN T 10X4.5 CM,UND,29510
50430,DUCTO PORTACABLE METALICO 20X7.5X100CM,UND,74530
50435,FACEPLATE RJ45-1 PUERTO+VENT.IDENTIF,UND,25590
50433,FACEPLATE RJ45-2 PUERTOS+VENT.IDENTIF,UND,27590
50434,FACEPLATE RJ45-4 PUERTOS+VENT.IDENTIF,UND,31090
50415,GABINETE CON RACK 19,UND,483280
50424,"GABINETE CON RACK 19""X43"" ALT.CERRADO""",UND,807170
50425,GABINETE-RACK A=40-50 H=50-60 CERRADO,UND,807170
50405,"ORGANIZADOR CABLES 19""",UND,86620
50407,PATCH CORD 10 PIES - 3.0 MTS,UND,12960
50416,PATCH CORD 3 PIES,UND,9040
50406,PATCH CORD 5 PIES - 1.5 MTS,UND,9960
50414,PATCH PANEL 24 PUERTOS,UND,831350
50437,PATCH PANEL 24 PUERTOS CAT-6A,UND,173460
50440,PATCH PANEL 24 PUERTOS CAT-6A AMP,UND,852800
50408,PATCH PANEL 48 PUERTOS,UND,1164360
50439,PATCH PANEL 48 PUERTOS CAT-6A AMP,UND,1671600
50413,PUNTO CABLE UTP CAT 5E VOZ-DATOS,UND,75770
50436,PUNTO CABLE UTP CAT 6A VOZ-DATOS,PTO,86220
50441,REUBICACION PUNTO VOZ-DATOS,UND,70520
50442,SALIDA GENERAL EMT UTP SIN APARATO,UND,69360
50420,TROQUEL PARA DATOS,UND,12510
50502,ANTENA DE AIRE,UND,148690
50503,MASTIL ANTENA X 2 MTS,UND,134110
50520,TOMA TELEVISION,UND,18740
50608,PARLANTE-CIELO FALSO-TIPO MUSICAR,UND,122160
50610,REGILLA CIRCULAR BLANCA TIPO MUSICAR,UND,43370
50915,DISCADOR TELEFONICO PARA 8 NUMEROS,UND,299570
50913,FUSIBLE PARA SIRENA,UND,7060
50916,INTERRUPTOR CON CINTA FOTOLUMINICENTE,UND,11450
50914,PANEL DE CONTROL BLOQUEO Y PANTALLA LCD,UND,612770
50903,PULSADOR TIMBRE,UND,11410
50904,SAL ALARMA COMUNITARIA (C/T),UND,22630
50912,SIRENA DE 110 V,UND,57350
51016,CABLE TRENZADO 3X12 HLFR AWG-NORMAL,ML,6720
51015,CABLE TRENZADO 3X12 HL-ZH AWG-REGULADA,ML,6720
51014,MALLA A TIERRA 3 VARILLAS-PERNADA,UND,1190450
51009,MINIBREAKER 1 A 4 AMP RIEL LEGRAND,UND,47200
51010,MINIBREAKER 5 A 32 AMP LEGRAND,UND,37630
51012,SAL TOMA 1F (C/T/A/TO:REGULADO P&S),UND,90720
51013,SAL TOMA 1F (C/T/A:3#12/TOMA REGULADO),UND,75030
51008,TABLERO MINIGRAMA 12 CTOS,UND,169580
51017,TOMA BLANCO NORMAL,UND,28530
51011,TOMA NARANJA TIERRA AISLADA,UND,26750
51018,UPS 10000 VA TRIFASICA,UND,13026700
51005,UPS IMPORTADA 2000 VA,UND,4837880
51201,CERTIFICACION PUNTO RED,PTO,7600
51202,MARQUILLADO - ROTULADO,UND,3790
51302,SWITCHE 10/100/16 PUERTOS NETGEAR,UND,458600
51303,SWITCHE 10/100/24 PUERTOS TRENDNET,UND,2570460
51301,SWITCHE 48 PUERTO-4X1G-2960X-CISCO 3X3X3,UND,11822730
51304,SWITCHE 48 PUERTOS 10/100/1000 POE,UND,8516920
52001,DESM.CAMARA VIDEO-PUNTO CCTV-ENERGIA,UND,35860
60202,BAJANTE MONOFASICO EN 1/0,JGO,420130
60204,BAJANTE MONOFASICO EN 2/0,JGO,545780
60207,BAJANTE TRIFASICO EN 1/0,JGO,574840
60208,BAJANTE TRIFASICO EN 2/0,JGO,736260
60246,CERTIFICACION RETIE,UND,1800000
60241,CONECTOR PERFORACION AMFRAU KZ3-95 TRAFO,UND,16830
60235,FB-21 CORTACIRCUITOS SISTEMA MONOFASICO,JGO,464220
60236,FB-31 CORTACIRCUITOS SISTEMA TRIFASICO,JGO,688870
60225,IMPUESTOS EPSA 2% INSPECCION TECNICA,UND,102610
60237,PB-21 PARARRAYOS SISTEMA MONOFASICO,JGO,812890
60238,PB-31 PARARRAYOS SISTEMA TRIFASICO,JGO,1002590
60239,TB-21 CONJUNTO PARA TRAFO MONOFASICO,JGO,1542270
60240,TB-31 CONJUNTO PARA TRAFO TRIFASICO,JGO,1927790
60224,TRANSFORMADOR MONOFASICO 10 KVA 13200,UND,3125320
60209,TRANSFORMADOR MONOFASICO 15 KVA 13200,UND,3644320
60210,TRANSFORMADOR MONOFASICO 25 KVA 13200,UND,4946390
60211,TRANSFORMADOR MONOFASICO 37.5 KVA 13200,UND,5607240
60234,TRANSFORMADOR MONOFASICO 5 KVA 13200,UND,2684330
60212,TRANSFORMADOR MONOFASICO 50 KVA 13200,UND,6809320
60213,TRANSFORMADOR MONOFASICO 75 KVA 13200,UND,9019150
60214,TRANSFORMADOR TRIFASICO 112 KVA 13200 V.,UND,14964150
60215,TRANSFORMADOR TRIFASICO 15 KVA 13200 V.,UND,6263810
60230,TRANSFORMADOR TRIFASICO 150 KVA 13200 V.,UND,20631130
60216,TRANSFORMADOR TRIFASICO 30 KVA 13200 V.,UND,8059320
60217,TRANSFORMADOR TRIFASICO 45 KVA 13200 V.,UND,9559320
60218,TRANSFORMADOR TRIFASICO 75 KVA 13200 V.,UND,12101690
60303,CABLE ACSR NUMERO 1/0,ML,6890
60301,CABLE ACSR NUMERO 2,ML,5130
60327,CABLE ACSR NUMERO 2 ECOLOGICO,ML,10220
60304,CABLE ACSR NUMERO 2/0,ML,8510
60302,CABLE ACSR NUMERO 4,ML,4050
60305,CABLE ACSR NUMERO 4/0,ML,12220
60310,CABLE CUADRUPLEX AWG NUMERO 1/0,ML,49170
60312,CABLE CUADRUPLEX AWG NUMERO 2/0,ML,56570
60318,CABLE TRIPLEX AWG NUMERO 1/0,ML,33870
60317,CABLE TRIPLEX AWG NUMERO 2,ML,25550
60319,CABLE TRIPLEX AWG NUMERO 2/0,ML,38670
60326,CABLE TRIPLEX AWG NUMERO 4/0,ML,45980
60639,ESTUDIO SUELOS MASTIL 18-30 MTS,UND,857120
60647,MASTIL DE ACERO DE 16 MTS CON CANASTILLA,UND,11181980
60646,MASTIL DE ACERO DE 18 MTS CON CANASTILLA,UND,12025890
60640,MASTIL DE ACERO DE 20 MTS CON CANASTILLA,UND,13824890
60641,MASTIL DE ACERO DE 22 MTS CON CANASTILLA,UND,17933890
60642,MASTIL DE ACERO DE 24 MTS CON CANASTILLA,UND,19774890
60626,POSTE CONCRETO 11 X 1050 KG,UND,1407890
60627,POSTE CONCRETO 11 X 1050 KG CON D.I.,UND,1409130
60610,POSTE CONCRETO 11 X 300 KG,UND,1014090
60611,POSTE CONCRETO 11 X 510 KG,UND,1070790
60612,POSTE CONCRETO 11 X 510 KG CON D.I.,UND,1075790
60628,POSTE CONCRETO 12 X 1050 KG,UND,1683850
60613,POSTE CONCRETO 12 X 300 KG,UND,1074810
60614,POSTE CONCRETO 12 X 510 KG,UND,1145740
60615,POSTE CONCRETO 12 X 510 KG CON D.I.,UND,1150740
60617,POSTE CONCRETO 13 X 1050 KG,UND,1864540
60618,POSTE CONCRETO 13 X 1050 KG CON D.I.,UND,1744690
60616,POSTE CONCRETO 13 X 750 KG,UND,1526160
60619,POSTE CONCRETO 14 X 750 KG CON D.I.,UND,1867870
60620,POSTE CONCRETO 16 X 1050 KG CON D.I.,UND,3111040
60621,POSTE CONCRETO 18 X 1050 KG CON D.I.,UND,6022280
60607,POSTE CONCRETO 9 X 300 KG,UND,727110
60608,POSTE CONCRETO 9 X 510 KG,UND,756780
60609,POSTE CONCRETO 9 X 510 KG CON D.I.,UND,761780
60652,POSTE EN FIBRA DE VIDRIO 11 X 510 KGF,UND,2100280
60651,POSTE EN FIBRA DE VIDRIO 12 X 510 KGF,UND,2496330
60650,POSTE EN FIBRA DE VIDRIO 12 X 750 KGF,UND,2506330
60653,POSTE EN FIBRA DE VIDRIO 9 X 510 KGF,UND,1606980
60634,"POSTE LAMINA 1/ 8"" X 11 MTS NORMA EPSA""",UND,2300680
60635,"POSTE LAMINA 1/ 8"" X 12 MTS NORMA EPSA""",UND,2497970
60633,"POSTE LAMINA 1/ 8"" X 9 MTS NORMA EPSA""",UND,1732800
